Scorecard,Team 1,Team 2,Margin,Ground,Match Date,Winner,Host_Country,Venue_Team1,Venue_Team2,Innings_Team1,Innings_Team2
ODI # 239,Australia,West Indies,Winner1stInning,Melbourne,"Jan 22, 1984",West Indies,Australia,Home,Away,Second,First
ODI # 240,Australia,Pakistan,Winner1stInning,Sydney,"Jan 25, 1984",Australia,Australia,Home,Away,First,Second
ODI # 241,Pakistan,West Indies,Winner2ndInning,Adelaide,"Jan 28, 1984",West Indies,Australia,Neutral,Neutral,First,Second
ODI # 242,Australia,West Indies,Winner2ndInning,Adelaide,"Jan 29, 1984",West Indies,Australia,Home,Away,First,Second
ODI # 243,Australia,Pakistan,Winner1stInning,Adelaide,"Jan 30, 1984",Australia,Australia,Home,Away,First,Second
ODI # 244,Pakistan,West Indies,Winner2ndInning,Perth,"Feb 4, 1984",West Indies,Australia,Neutral,Neutral,First,Second
ODI # 245,Australia,West Indies,Winner1stInning,Perth,"Feb 5, 1984",Australia,Australia,Home,Away,First,Second
ODI # 246,Australia,West Indies,Winner2ndInning,Sydney,"Feb 8, 1984",West Indies,Australia,Home,Away,First,Second
ODI # 248,Australia,West Indies,Winner2ndInning,Melbourne,"Feb 12, 1984",West Indies,Australia,Home,Away,First,Second
ODI # 249,New Zealand,England,Winner1stInning,Christchurch,"Feb 18, 1984",England,New Zealand,Home,Away,Second,First
ODI # 250,New Zealand,England,Winner2ndInning,Wellington,"Feb 22, 1984",England,New Zealand,Home,Away,First,Second
ODI # 251,New Zealand,England,Winner2ndInning,Auckland,"Feb 25, 1984",New Zealand,New Zealand,Home,Away,Second,First
ODI # 252,West Indies,Australia,Winner2ndInning,Albion,"Feb 29, 1984",West Indies,West Indies,Home,Away,Second,First
ODI # 253,Sri Lanka,New Zealand,Winner1stInning,Colombo,"Mar 3, 1984",New Zealand,Sri Lanka,Home,Away,Second,First
ODI # 254,Pakistan,England,Winner2ndInning,Lahore,"Mar 9, 1984",Pakistan,Pakistan,Home,Away,Second,First
ODI # 255,West Indies,Australia,Winner2ndInning,Port of Spain,"Mar 14, 1984",Australia,West Indies,Home,Away,First,Second
ODI # 256,Pakistan,England,Winner2ndInning,Karachi,"Mar 26, 1984",England,Pakistan,Home,Away,First,Second
ODI # 257,Sri Lanka,New Zealand,Winner1stInning,Moratuwa,"Mar 31, 1984",Sri Lanka,Sri Lanka,Home,Away,First,Second
ODI # 258,Sri Lanka,New Zealand,Winner1stInning,Colombo,"Apr 1, 1984",New Zealand,Sri Lanka,Home,Away,Second,First
ODI # 259,Pakistan,Sri Lanka,Winner2ndInning,Sharjah,"Apr 6, 1984",Sri Lanka,U.A.E.,Neutral,Neutral,First,Second
ODI # 260,India,Sri Lanka,Winner2ndInning,Sharjah,"Apr 8, 1984",India,U.A.E.,Neutral,Neutral,Second,First
ODI # 261,India,Pakistan,Winner1stInning,Sharjah,"Apr 13, 1984",India,U.A.E.,Neutral,Neutral,First,Second
ODI # 262,West Indies,Australia,Winner2ndInning,Castries,"Apr 19, 1984",West Indies,West Indies,Home,Away,Second,First
ODI # 263,West Indies,Australia,Winner2ndInning,Kingston,"Apr 26, 1984",West Indies,West Indies,Home,Away,Second,First
ODI # 264,England,West Indies,Winner1stInning,Manchester,"May 31, 1984",West Indies,England,Home,Away,Second,First
ODI # 265,England,West Indies,Winner2ndInning,Nottingham,"Jun 2, 1984",England,England,Home,Away,Second,First
ODI # 266,England,West Indies,Winner2ndInning,Lord's,"Jun 4, 1984",West Indies,England,Home,Away,First,Second
ODI # 267,India,Australia,Winner1stInning,New Delhi,"Sep 28, 1984",Australia,India,Home,Away,Second,First
ODI # 270,India,Australia,Winner2ndInning,Ahmedabad,"Oct 5, 1984",Australia,India,Home,Away,First,Second
ODI # 271,India,Australia,Winner2ndInning,Indore,"Oct 6, 1984",Australia,India,Home,Away,First,Second
ODI # 272,Pakistan,India,Winner1stInning,Quetta,"Oct 12, 1984",Pakistan,Pakistan,Home,Away,First,Second
ODI # 274,Sri Lanka,New Zealand,Winner2ndInning,Colombo,"Nov 3, 1984",Sri Lanka,Sri Lanka,Home,Away,Second,First
ODI # 275,Sri Lanka,New Zealand,Winner2ndInning,Moratuwa,"Nov 4, 1984",New Zealand,Sri Lanka,Home,Away,First,Second
ODI # 276,Pakistan,New Zealand,Winner1stInning,Peshawar,"Nov 12, 1984",Pakistan,Pakistan,Home,Away,First,Second
ODI # 277,Pakistan,New Zealand,Winner1stInning,Faisalabad,"Nov 23, 1984",Pakistan,Pakistan,Home,Away,First,Second
ODI # 278,Pakistan,New Zealand,Winner1stInning,Sialkot,"Dec 2, 1984",New Zealand,Pakistan,Home,Away,Second,First
ODI # 279,India,England,Winner2ndInning,Pune,"Dec 5, 1984",England,India,Home,Away,First,Second
ODI # 280,Pakistan,New Zealand,Winner2ndInning,Multan,"Dec 7, 1984",Pakistan,Pakistan,Home,Away,Second,First
ODI # 281,India,England,Winner1stInning,Cuttack,"Dec 27, 1984",England,India,Home,Away,Second,First
ODI # 282,Australia,West Indies,Winner2ndInning,Melbourne,"Jan 6, 1985",West Indies,Australia,Home,Away,First,Second
ODI # 283,Australia,Sri Lanka,Winner2ndInning,Sydney,"Jan 8, 1985",Australia,Australia,Home,Away,Second,First
ODI # 284,Sri Lanka,West Indies,Winner2ndInning,Hobart,"Jan 10, 1985",West Indies,Australia,Neutral,Neutral,First,Second
ODI # 285,New Zealand,Pakistan,Winner1stInning,Napier,"Jan 12, 1985",New Zealand,New Zealand,Home,Away,First,Second
ODI # 286,Sri Lanka,West Indies,Winner1stInning,Brisbane,"Jan 12, 1985",West Indies,Australia,Neutral,Neutral,Second,First
ODI # 287,Australia,West Indies,Winner2ndInning,Brisbane,"Jan 13, 1985",West Indies,Australia,Home,Away,First,Second
ODI # 288,New Zealand,Pakistan,Winner2ndInning,Hamilton,"Jan 15, 1985",New Zealand,New Zealand,Home,Away,Second,First
ODI # 289,Australia,West Indies,Winner2ndInning,Sydney,"Jan 15, 1985",West Indies,Australia,Home,Away,First,Second
ODI # 290,Sri Lanka,West Indies,Winner1stInning,Sydney,"Jan 17, 1985",West Indies,Australia,Neutral,Neutral,Second,First
ODI # 291,Australia,Sri Lanka,Winner2ndInning,Melbourne,"Jan 19, 1985",Sri Lanka,Australia,Home,Away,First,Second
ODI # 292,Australia,West Indies,Winner1stInning,Melbourne,"Jan 20, 1985",West Indies,Australia,Home,Away,Second,First
ODI # 293,India,England,Winner2ndInning,Bengaluru,"Jan 20, 1985",England,India,Home,Away,First,Second
ODI # 294,Australia,Sri Lanka,Winner2ndInning,Sydney,"Jan 23, 1985",Australia,Australia,Home,Away,Second,First
ODI # 295,India,England,Winner2ndInning,Nagpur,"Jan 23, 1985",India,India,Home,Away,Second,First
ODI # 296,Sri Lanka,West Indies,Winner2ndInning,Adelaide,"Jan 26, 1985",West Indies,Australia,Neutral,Neutral,First,Second
ODI # 297,Australia,West Indies,Winner2ndInning,Adelaide,"Jan 27, 1985",West Indies,Australia,Home,Away,First,Second
ODI # 298,India,England,Winner1stInning,Chandigarh,"Jan 27, 1985",England,India,Home,Away,Second,First
ODI # 299,Australia,Sri Lanka,Winner1stInning,Adelaide,"Jan 28, 1985",Australia,Australia,Home,Away,First,Second
ODI # 300,Sri Lanka,West Indies,Winner1stInning,Perth,"Feb 2, 1985",West Indies,Australia,Neutral,Neutral,Second,First
ODI # 301,Australia,Sri Lanka,Winner2ndInning,Perth,"Feb 3, 1985",Australia,Australia,Home,Away,Second,First
ODI # 302,New Zealand,Pakistan,Winner1stInning,Christchurch,"Feb 6, 1985",New Zealand,New Zealand,Home,Away,First,Second
ODI # 303,Australia,West Indies,Winner1stInning,Sydney,"Feb 6, 1985",Australia,Australia,Home,Away,First,Second
ODI # 304,Australia,West Indies,Winner2ndInning,Melbourne,"Feb 10, 1985",West Indies,Australia,Home,Away,First,Second
ODI # 305,Australia,West Indies,Winner2ndInning,Sydney,"Feb 12, 1985",West Indies,Australia,Home,Away,First,Second
ODI # 307,Australia,England,Winner2ndInning,Melbourne,"Feb 17, 1985",Australia,Australia,Home,Away,Second,First
ODI # 309,India,Pakistan,Winner2ndInning,Melbourne,"Feb 20, 1985",India,Australia,Neutral,Neutral,Second,First
ODI # 310,New Zealand,Sri Lanka,Winner1stInning,Melbourne,"Feb 23, 1985",New Zealand,Australia,Neutral,Neutral,First,Second
ODI # 311,Australia,Pakistan,Winner1stInning,Melbourne,"Feb 24, 1985",Pakistan,Australia,Home,Away,Second,First
ODI # 312,England,India,Winner1stInning,Sydney,"Feb 26, 1985",India,Australia,Neutral,Neutral,Second,First
ODI # 313,Sri Lanka,West Indies,Winner2ndInning,Melbourne,"Feb 27, 1985",West Indies,Australia,Neutral,Neutral,First,Second
ODI # 314,England,Pakistan,Winner1stInning,Melbourne,"Mar 2, 1985",Pakistan,Australia,Neutral,Neutral,Second,First
ODI # 315,Australia,India,Winner2ndInning,Melbourne,"Mar 3, 1985",India,Australia,Home,Away,First,Second
ODI # 316,India,New Zealand,Winner2ndInning,Sydney,"Mar 5, 1985",India,Australia,Neutral,Neutral,Second,First
ODI # 317,Pakistan,West Indies,Winner2ndInning,Melbourne,"Mar 6, 1985",Pakistan,Australia,Neutral,Neutral,Second,First
ODI # 318,New Zealand,West Indies,Winner2ndInning,Sydney,"Mar 9, 1985",West Indies,Australia,Neutral,Neutral,First,Second
ODI # 319,India,Pakistan,Winner2ndInning,Melbourne,"Mar 10, 1985",India,Australia,Neutral,Neutral,Second,First
ODI # 320,West Indies,New Zealand,Winner1stInning,St John's,"Mar 20, 1985",West Indies,West Indies,Home,Away,First,Second
ODI # 321,India,Pakistan,Winner1stInning,Sharjah,"Mar 22, 1985",India,U.A.E.,Neutral,Neutral,First,Second
ODI # 322,Australia,England,Winner2ndInning,Sharjah,"Mar 24, 1985",Australia,U.A.E.,Neutral,Neutral,Second,First
ODI # 323,England,Pakistan,Winner1stInning,Sharjah,"Mar 26, 1985",Pakistan,U.A.E.,Neutral,Neutral,Second,First
ODI # 324,West Indies,New Zealand,Winner2ndInning,Port of Spain,"Mar 27, 1985",West Indies,West Indies,Home,Away,Second,First
ODI # 325,Australia,India,Winner2ndInning,Sharjah,"Mar 29, 1985",India,U.A.E.,Neutral,Neutral,First,Second
ODI # 326,West Indies,New Zealand,Winner1stInning,Albion,"Apr 14, 1985",West Indies,West Indies,Home,Away,First,Second
ODI # 327,West Indies,New Zealand,Winner2ndInning,Port of Spain,"Apr 17, 1985",West Indies,West Indies,Home,Away,Second,First
ODI # 328,West Indies,New Zealand,Winner1stInning,Bridgetown,"Apr 23, 1985",West Indies,West Indies,Home,Away,First,Second
ODI # 329,England,Australia,Winner2ndInning,Manchester,"May 30, 1985",Australia,England,Home,Away,First,Second
ODI # 330,England,Australia,Winner2ndInning,Birmingham,"Jun 1, 1985",Australia,England,Home,Away,First,Second
ODI # 331,England,Australia,Winner2ndInning,Lord's,"Jun 3, 1985",England,England,Home,Away,Second,First
ODI # 332,Sri Lanka,India,Winner2ndInning,Colombo,"Aug 25, 1985",India,Sri Lanka,Home,Away,First,Second
ODI # 333,Sri Lanka,India,Winner1stInning,Colombo,"Sep 21, 1985",Sri Lanka,Sri Lanka,Home,Away,First,Second
ODI # 335,Pakistan,Sri Lanka,Winner2ndInning,Peshawar,"Oct 13, 1985",Pakistan,Pakistan,Home,Away,Second,First
ODI # 336,Pakistan,Sri Lanka,Winner1stInning,Gujranwala,"Oct 23, 1985",Pakistan,Pakistan,Home,Away,First,Second
ODI # 337,Pakistan,Sri Lanka,Winner2ndInning,Lahore,"Oct 25, 1985",Pakistan,Pakistan,Home,Away,Second,First
ODI # 338,Pakistan,Sri Lanka,Winner1stInning,Hyderabad,"Nov 3, 1985",Pakistan,India,Neutral,Neutral,First,Second
ODI # 339,Pakistan,West Indies,Winner2ndInning,Sharjah,"Nov 15, 1985",West Indies,U.A.E.,Neutral,Neutral,First,Second
ODI # 340,India,Pakistan,Winner1stInning,Sharjah,"Nov 17, 1985",Pakistan,U.A.E.,Neutral,Neutral,Second,First
ODI # 341,India,West Indies,Winner2ndInning,Sharjah,"Nov 22, 1985",West Indies,U.A.E.,Neutral,Neutral,First,Second
ODI # 342,Pakistan,West Indies,Winner2ndInning,Gujranwala,"Nov 27, 1985",West Indies,Pakistan,Home,Away,First,Second
ODI # 343,Pakistan,West Indies,Winner2ndInning,Lahore,"Nov 29, 1985",Pakistan,Pakistan,Home,Away,Second,First
ODI # 344,Pakistan,West Indies,Winner1stInning,Peshawar,"Dec 2, 1985",West Indies,Pakistan,Home,Away,Second,First
ODI # 345,Pakistan,West Indies,Winner2ndInning,Rawalpindi,"Dec 4, 1985",Pakistan,Pakistan,Home,Away,Second,First
ODI # 346,Pakistan,West Indies,Winner2ndInning,Karachi,"Dec 6, 1985",West Indies,Pakistan,Home,Away,First,Second
ODI # 348,India,New Zealand,Winner2ndInning,Brisbane,"Jan 11, 1986",India,Australia,Neutral,Neutral,Second,First
ODI # 349,Australia,India,Winner2ndInning,Brisbane,"Jan 12, 1986",Australia,Australia,Home,Away,Second,First
ODI # 350,Australia,New Zealand,Winner2ndInning,Sydney,"Jan 14, 1986",Australia,Australia,Home,Away,Second,First
ODI # 351,Australia,India,Winner2ndInning,Melbourne,"Jan 16, 1986",India,Australia,Home,Away,First,Second
ODI # 352,India,New Zealand,Winner2ndInning,Perth,"Jan 18, 1986",New Zealand,Australia,Neutral,Neutral,First,Second
ODI # 353,Australia,New Zealand,Winner2ndInning,Perth,"Jan 19, 1986",Australia,Australia,Home,Away,Second,First
ODI # 354,Australia,India,Winner1stInning,Sydney,"Jan 21, 1986",Australia,Australia,Home,Away,First,Second
ODI # 355,India,New Zealand,Winner2ndInning,Melbourne,"Jan 23, 1986",New Zealand,Australia,Neutral,Neutral,First,Second
ODI # 356,India,New Zealand,Winner2ndInning,Adelaide,"Jan 25, 1986",India,Australia,Neutral,Neutral,Second,First
ODI # 357,Australia,India,Winner1stInning,Adelaide,"Jan 26, 1986",Australia,Australia,Home,Away,First,Second
ODI # 358,Australia,New Zealand,Winner1stInning,Adelaide,"Jan 27, 1986",New Zealand,Australia,Home,Away,Second,First
ODI # 359,Australia,New Zealand,Winner1stInning,Sydney,"Jan 29, 1986",Australia,Australia,Home,Away,First,Second
ODI # 360,Australia,India,Winner2ndInning,Melbourne,"Jan 31, 1986",India,Australia,Home,Away,First,Second
ODI # 361,India,New Zealand,Winner1stInning,Launceston,"Feb 2, 1986",India,Australia,Neutral,Neutral,First,Second
ODI # 362,Australia,India,Winner1stInning,Sydney,"Feb 5, 1986",Australia,Australia,Home,Away,First,Second
ODI # 363,Australia,India,Winner2ndInning,Melbourne,"Feb 9, 1986",Australia,Australia,Home,Away,Second,First
ODI # 364,West Indies,England,Winner2ndInning,Kingston,"Feb 18, 1986",West Indies,West Indies,Home,Away,Second,First
ODI # 365,Sri Lanka,Pakistan,Winner2ndInning,Kandy,"Mar 2, 1986",Pakistan,Sri Lanka,Home,Away,First,Second
ODI # 366,West Indies,England,Winner2ndInning,Port of Spain,"Mar 4, 1986",England,West Indies,Home,Away,First,Second
ODI # 368,Sri Lanka,Pakistan,Winner2ndInning,Colombo,"Mar 11, 1986",Pakistan,Sri Lanka,Home,Away,First,Second
ODI # 369,New Zealand,Australia,Winner1stInning,Dunedin,"Mar 19, 1986",New Zealand,New Zealand,Home,Away,First,Second
ODI # 370,West Indies,England,Winner1stInning,Bridgetown,"Mar 19, 1986",West Indies,West Indies,Home,Away,First,Second
ODI # 371,New Zealand,Australia,Winner1stInning,Christchurch,"Mar 22, 1986",New Zealand,New Zealand,Home,Away,First,Second
ODI # 372,New Zealand,Australia,Winner2ndInning,Wellington,"Mar 26, 1986",Australia,New Zealand,Home,Away,First,Second
ODI # 373,New Zealand,Australia,Winner1stInning,Auckland,"Mar 29, 1986",Australia,New Zealand,Home,Away,Second,First
ODI # 374,Sri Lanka,Pakistan,Winner1stInning,Colombo,"Mar 30, 1986",Pakistan,Sri Lanka,Home,Away,Second,First
ODI # 375,Bangladesh,Pakistan,Winner2ndInning,Moratuwa,"Mar 31, 1986",Pakistan,Sri Lanka,Neutral,Neutral,First,Second
ODI # 376,West Indies,England,Winner2ndInning,Port of Spain,"Mar 31, 1986",West Indies,West Indies,Home,Away,Second,First
ODI # 377,Sri Lanka,Bangladesh,Winner2ndInning,Kandy,"Apr 2, 1986",Sri Lanka,Sri Lanka,Home,Away,Second,First
ODI # 378,Sri Lanka,New Zealand,Winner2ndInning,Colombo,"Apr 5, 1986",New Zealand,Sri Lanka,Home,Away,First,Second
ODI # 379,Sri Lanka,Pakistan,Winner2ndInning,Colombo,"Apr 6, 1986",Sri Lanka,Sri Lanka,Home,Away,Second,First
ODI # 380,New Zealand,Pakistan,Winner2ndInning,Colombo,"Apr 7, 1986",Pakistan,Sri Lanka,Neutral,Neutral,First,Second
ODI # 381,India,New Zealand,Winner2ndInning,Sharjah,"Apr 10, 1986",India,U.A.E.,Neutral,Neutral,Second,First
ODI # 382,Australia,Pakistan,Winner2ndInning,Sharjah,"Apr 11, 1986",Pakistan,U.A.E.,Neutral,Neutral,First,Second
ODI # 383,India,Sri Lanka,Winner2ndInning,Sharjah,"Apr 13, 1986",India,U.A.E.,Neutral,Neutral,Second,First
ODI # 384,New Zealand,Pakistan,Winner2ndInning,Sharjah,"Apr 15, 1986",Pakistan,U.A.E.,Neutral,Neutral,First,Second
ODI # 385,India,Pakistan,Winner2ndInning,Sharjah,"Apr 18, 1986",Pakistan,U.A.E.,Neutral,Neutral,First,Second
ODI # 386,England,India,Winner2ndInning,The Oval,"May 24, 1986",India,England,Home,Away,First,Second
ODI # 387,England,India,Winner2ndInning,Manchester,"May 26, 1986",England,England,Home,Away,Second,First
ODI # 388,England,New Zealand,Winner1stInning,Leeds,"Jul 16, 1986",New Zealand,England,Home,Away,Second,First
ODI # 389,England,New Zealand,Winner2ndInning,Manchester,"Jul 18, 1986",England,England,Home,Away,Second,First
ODI # 390,India,Australia,Winner2ndInning,Jaipur,"Sep 7, 1986",India,India,Home,Away,Second,First
ODI # 391,India,Australia,Winner2ndInning,Srinagar,"Sep 9, 1986",Australia,India,Home,Away,First,Second
ODI # 393,India,Australia,Winner2ndInning,Delhi,"Oct 2, 1986",India,India,Home,Away,Second,First
ODI # 394,India,Australia,Winner1stInning,Ahmedabad,"Oct 5, 1986",India,India,Home,Away,First,Second
ODI # 395,India,Australia,Winner2ndInning,Rajkot,"Oct 7, 1986",Australia,India,Home,Away,First,Second
ODI # 396,Pakistan,West Indies,Winner2ndInning,Peshawar,"Oct 17, 1986",West Indies,Pakistan,Home,Away,First,Second
ODI # 397,Pakistan,West Indies,Winner1stInning,Gujranwala,"Nov 4, 1986",West Indies,Pakistan,Home,Away,Second,First
ODI # 398,Pakistan,West Indies,Winner2ndInning,Sialkot,"Nov 14, 1986",West Indies,Pakistan,Home,Away,First,Second
ODI # 399,Pakistan,West Indies,Winner1stInning,Multan,"Nov 17, 1986",West Indies,Pakistan,Home,Away,Second,First
ODI # 400,Pakistan,West Indies,Winner1stInning,Hyderabad,"Nov 18, 1986",Pakistan,India,Neutral,Neutral,First,Second
ODI # 401,India,Sri Lanka,Winner2ndInning,Sharjah,"Nov 27, 1986",India,U.A.E.,Neutral,Neutral,Second,First
ODI # 402,Pakistan,West Indies,Winner2ndInning,Sharjah,"Nov 28, 1986",West Indies,U.A.E.,Neutral,Neutral,First,Second
ODI # 403,India,West Indies,Winner1stInning,Sharjah,"Nov 30, 1986",West Indies,U.A.E.,Neutral,Neutral,Second,First
ODI # 404,Pakistan,Sri Lanka,Winner2ndInning,Sharjah,"Dec 2, 1986",Pakistan,U.A.E.,Neutral,Neutral,Second,First
ODI # 405,Sri Lanka,West Indies,Winner1stInning,Sharjah,"Dec 3, 1986",West Indies,U.A.E.,Neutral,Neutral,Second,First
ODI # 406,India,Pakistan,Winner2ndInning,Sharjah,"Dec 5, 1986",Pakistan,U.A.E.,Neutral,Neutral,First,Second
ODI # 407,India,Sri Lanka,Winner1stInning,Kanpur,"Dec 24, 1986",Sri Lanka,India,Home,Away,Second,First
ODI # 408,Pakistan,West Indies,Winner1stInning,Perth,"Dec 30, 1986",Pakistan,Australia,Neutral,Neutral,First,Second
ODI # 409,Australia,England,Winner1stInning,Perth,"Jan 1, 1987",England,Australia,Home,Away,Second,First
ODI # 410,Australia,Pakistan,Winner2ndInning,Perth,"Jan 2, 1987",Pakistan,Australia,Home,Away,First,Second
ODI # 411,England,West Indies,Winner1stInning,Perth,"Jan 3, 1987",England,Australia,Neutral,Neutral,First,Second
ODI # 412,Australia,West Indies,Winner1stInning,Perth,"Jan 4, 1987",West Indies,Australia,Home,Away,Second,First
ODI # 413,England,Pakistan,Winner2ndInning,Perth,"Jan 5, 1987",England,Australia,Neutral,Neutral,Second,First
ODI # 414,England,Pakistan,Winner2ndInning,Perth,"Jan 7, 1987",England,Australia,Neutral,Neutral,Second,First
ODI # 415,India,Sri Lanka,Winner2ndInning,Guwahati,"Jan 11, 1987",India,India,Home,Away,Second,First
ODI # 416,India,Sri Lanka,Winner2ndInning,Delhi,"Jan 13, 1987",India,India,Home,Away,Second,First
ODI # 417,India,Sri Lanka,Winner1stInning,Vadodara,"Jan 15, 1987",India,India,Home,Away,First,Second
